tenure,Contract,TotalCharges,MonthlyCharges,OnlineSecurity,TechSupport,Churn
1,0,-0.9882600891505892,-0.655136627984418,0,0,1
56,2,1.5281655186904444,1.2775332832087833,0,2,0
1,0,-0.974682967847778,0.3668685271177477,0,0,1
1,0,-0.9995633185929297,-1.505976692069473,1,1,0
7,0,-0.7771634486668809,0.48319431712937627,0,0,1
55,2,1.1135445183845958,0.7989357471609397,0,2,0
2,0,-0.9820786355493092,-1.125425179031431,0,2,1
72,2,1.6899429900839407,0.7025515211513049,2,2,0
45,1,-0.3032004937887456,-1.0157465770204666,0,0,0
47,2,-0.5462199267990635,-1.4827115340671475,1,1,0
46,1,0.9452765207097552,1.0133075601823696,0,0,1
2,0,-0.9671989936662284,-0.48064794296697516,0,0,0
2,0,-0.9222509953369218,0.5114448661322007,2,2,0
12,0,-0.7378891416787492,-0.4490737999638187,0,0,0
68,0,1.6973828110254814,0.8255244991635976,0,0,1
69,2,1.937620589915223,1.0116457631822036,0,2,0
56,1,1.316207890026558,0.9983513871808746,2,0,0
4,0,-0.8740577338669432,0.5147684601325327,2,0,0
64,2,1.11950520578583,0.3768393091187443,0,2,0
59,1,1.838871868634777,1.5085230662318745,2,0,1
62,2,2.152801405099777,1.6879971422498155,2,2,0
63,2,-0.3129583598307659,-1.3331498040521963,1,1,0
53,1,0.2631089625685104,-0.37096934095601086,2,2,0
5,0,-0.9701572607468408,-1.505976692069473,1,1,0
49,0,0.8283808177855516,0.7789941831589464,2,0,0
62,2,1.9228954843721744,1.2093996062019723,2,0,0
55,2,0.36591978192979785,-0.2646143329453791,2,2,0
71,2,2.156863503180618,1.1512367111961581,2,2,0
72,2,-0.4225687781534611,-1.4843733310673135,1,1,0
36,1,-0.021524899150423715,-0.13499416693242133,2,2,0
25,1,-0.7895263558694408,-1.4561227820644893,1,1,0
72,2,2.664493303565725,1.6647319842474897,2,2,0
36,1,-0.70799739819256,-1.5126238800701375,1,1,0
1,0,-0.9804228890489664,-0.06519869292544433,0,0,0
72,2,2.322769302514969,1.3539759452164248,2,0,0
59,2,-0.4835002493660771,-1.4926823160681442,1,1,0
7,0,-0.7093661486328434,0.8222009051632656,0,0,1
1,1,-0.9754335729279334,0.3103674291120994,0,2,0
30,0,0.4235176835217236,1.42044782522307,0,2,0
64,2,-0.46058471780133237,-1.502653098069141,1,1,0
63,1,0.8071431093411545,0.13421694709449045,2,2,0
72,2,1.5968238069046603,0.6543594081464872,2,0,0
8,0,-0.728683191136843,0.3402797751150898,2,0,1
62,2,1.2848149363800576,0.6560212051466533,0,2,0
67,2,2.3169410748337627,1.5434208032353631,0,2,0
6,0,-0.8885179199699372,-0.6651074099854146,0,0,1
70,2,1.402704087204467,0.5264010391336955,2,2,0
20,0,-0.29542952354713653,0.529724633134028,0,0,0
5,0,-0.8304343327379109,0.3602213391170831,0,0,0
24,1,-0.40424518354966715,-0.23802558094272103,2,0,0
11,0,-0.7945819018504875,-0.6883725679877405,0,0,1
72,2,2.507418152233201,1.5234792392333694,0,2,0
66,2,0.6744405464936779,-0.2180840169407275,2,2,0
45,2,0.5520477651883361,0.5396954151350246,2,2,0
69,2,-0.3913745140870022,-1.4976677070686424,1,1,0
15,0,-0.4140472028316967,0.6925807391503078,0,0,1
28,0,-0.28119010364418817,-0.17321549793624236,0,0,0
70,1,2.5804476112083226,1.6879971422498155,2,2,1
36,1,0.17522193833031324,0.35855954211691704,2,2,0
16,0,-0.44254811925759785,0.7258166791536302,0,0,1
18,0,-0.32205392727264914,0.679286363148979,0,0,1
34,0,0.4080861261385285,1.0930738161903437,0,0,1
42,1,-0.10342915936738224,-0.6534748309842517,0,0,0
48,1,0.5942582626370758,0.20567421810163392,2,2,0
47,0,1.254503737113782,1.4885815022298807,0,2,1
39,1,0.5259311237229285,0.8238627021634316,0,2,1
11,2,-0.9188291192362132,-1.4577845790646555,1,1,0
7,0,-0.9430250947612232,-1.4893587220678117,1,1,0
3,0,-0.9700248010268135,-1.3348116010523623,1,1,0
8,0,-0.7525038641217752,0.06442147308751346,2,0,0
1,0,-0.9995633185929297,-1.505976692069473,1,1,1
32,1,0.3745296637315806,0.9983513871808746,2,0,0
60,1,0.7263206035044198,0.036170924084689075,2,2,0
10,0,-0.9252534156575435,-1.4893587220678117,1,1,0
71,2,-0.2530644897583647,-1.3331498040521963,1,1,0
4,0,-0.9744401250277278,-1.4760643460664828,1,1,1
1,0,-0.9775750050683768,0.14917312009598563,0,0,1
43,1,-0.05815001173800718,-0.4490737999638187,2,2,0
59,1,1.6238676664102598,1.15456030519649,0,0,1
23,0,-0.46879722044303285,-0.3493659799538513,0,2,0
72,2,-0.3474199636579013,-1.5076384890696393,1,1,0
22,1,-0.4376029563765739,-0.2828940999472064,2,2,0
1,0,-0.9970465839124084,-1.3165318340505352,0,0,0
69,2,-0.25176196917809507,-1.3564149620545218,1,1,0
50,1,-0.23595510925482216,-0.9758634490164797,2,2,0
1,0,-0.997024507292404,-1.3148700370503688,0,0,1
2,0,-0.9655653237858902,-0.6567984249845841,0,0,1
15,0,-0.5160411872528149,0.3519123541162525,0,0,0
31,2,-0.7392137388790234,-1.4744025490663168,1,1,0
1,0,-0.9992542459128655,-1.4827115340671475,1,1,1
66,0,2.1414098691774184,1.3373579752147637,0,0,1
0,2,-8.070909961778789e-17,-0.289541287947871,2,2,0
3,0,-0.9333334585792166,-0.3344098069523561,0,0,1
8,2,-0.9456301359217626,-1.4876969250676457,1,1,0
64,1,1.0620397639139314,0.2754696921086109,2,0,0
28,0,-0.7595463059032334,-1.4710789550659844,1,1,0
57,1,1.6344202907724446,1.1961052302006432,0,0,0
14,0,-0.45243844501964575,0.74742004015579,0,0,1
19,2,-0.8432387723405621,-1.4893587220678117,1,1,0
10,0,-0.629669550416342,0.5047976781315362,0,0,1
51,0,0.11923562999872105,-0.5022513039691346,0,0,0
67,2,0.9005272119604899,0.029523736084024962,2,0,0
11,0,-0.8974147978317795,-1.4727407520661506,1,1,0
72,2,1.0004018408611692,-0.12668518193159073,2,2,0
66,1,-0.4078878258504213,-1.4760643460664828,1,1,0
18,0,-0.2843470603048419,0.7839795741594445,0,2,1
9,0,-0.9291830540183572,-1.504314895069307,1,1,0
9,0,-0.7282858119767608,0.3469269631157544,0,0,0
48,0,1.338637735951202,1.5517297882361936,2,0,0
10,0,-0.6834040435074679,0.17908546609897605,0,0,0
9,0,-0.6152314409333525,0.9966895901807085,0,0,1
13,0,-0.43857432765677506,1.0066603721817051,0,0,1
4,0,-0.8624233551245344,0.4549437681265524,0,0,1
4,0,-0.9030884891729541,0.18074726309914207,0,0,1
72,2,1.8505062473771856,0.9052907551715718,2,2,0
51,2,0.9442830728095495,0.6892571451499757,2,2,0
59,0,0.07479539392951952,-0.7880803879977079,0,0,1
10,0,-0.6488099799603051,0.6925807391503078,0,0,1
61,0,1.1574990688136968,0.5779167461388457,0,0,0
54,1,0.9717022348552269,0.6526976111463212,2,2,0
33,0,-0.11014045184877196,-0.12834697893175698,2,0,0
27,2,-0.7705183860455052,-1.479387940066815,1,1,0
1,0,-0.9731817576874673,0.4798707231290442,0,0,1
23,0,-0.03991472361423143,1.0149693571825356,0,0,0
1,0,-0.999386705632893,-1.4926823160681442,1,1,0
45,2,0.6953029523979976,0.6510358141461547,2,2,0
39,2,-0.6307292281765614,-1.4926823160681442,1,1,0
5,1,-0.8547627679829481,0.1741000750984775,0,0,1
72,2,1.5594260126169166,0.5829021371393437,2,2,0
58,0,0.7449091175482686,0.06774506708784551,0,0,0
70,2,0.34212118556487026,-0.670092800985913,2,2,0
61,1,1.70515378126709,1.1196625681930017,0,2,0
2,0,-0.9511051376828963,0.1973652331008033,0,0,0
46,1,-0.4933684985081203,-1.3231790220511994,1,1,0
1,0,-0.9860965803901414,-0.4922805219681378,0,0,1
22,0,-0.32200977403264003,0.14917312009598563,0,0,1
48,2,1.1572341493736418,1.2542681252064576,2,2,0
64,2,1.4788021963602236,0.7241548821534642,0,2,0
72,2,-0.28260300732448074,-1.3447823830533592,1,1,0
12,0,-0.6811743048870061,-0.21309862594022916,0,0,0
34,0,0.4125014501394427,0.9800716201790473,0,0,1
72,2,1.1501475543521744,0.1325551500943244,2,0,0
29,0,0.06929831554838141,0.6992279271509724,0,0,0
33,1,-0.7341581928979767,-1.4843733310673135,1,1,0
1,0,-0.9991659394328474,-1.4760643460664828,1,1,0
62,1,2.012349948630696,1.5301264272340338,0,2,0
41,1,0.31697591537966374,0.2738078951084449,0,0,1
64,1,1.753280812877055,1.1728400721983174,0,0,1
4,0,-0.8670373687054898,0.601181904141171,0,0,0
24,0,-0.15243925577753004,0.6510358141461547,2,2,0
14,1,-0.8781198319477843,-1.502653098069141,1,1,0
3,0,-0.9824097848493778,-1.4893587220678117,1,1,0
4,0,-0.8126185003942221,1.1645310871974868,0,0,1
18,0,-0.7639837065241522,-0.9891578250178087,0,0,1
8,0,-0.7668757437447509,0.04946530008601825,0,0,0
35,2,-0.6562056476618364,-1.3780183230566818,1,1,0
1,0,-0.9745946613677597,0.37351571511841225,0,0,1
66,2,-0.2691141925016879,-1.3115464430500368,1,1,0
8,2,-0.8565068209633093,-0.6717545979860793,2,2,0
71,1,2.2645974088029246,1.3074456292117733,2,0,0
43,0,0.7751982401945401,0.923570522173399,0,0,0
2,0,-0.9327153132190885,0.9667772441777182,0,0,1
29,0,0.29375131113485503,1.219370388202969,0,0,0
15,0,-0.4304501314950929,0.6493740171459886,0,0,1
65,2,1.6758139532810152,0.9900424021800439,2,2,0
35,0,0.5010949262177861,1.0216165451832002,0,2,0
64,1,1.9076405399490157,1.1811490571991479,2,0,0
58,2,0.39013783407481223,-0.30782105494969825,0,2,0
18,0,-0.6258944483955603,-0.4956041159684701,0,0,0
67,0,1.8057790152479252,0.8238627021634316,0,0,0
63,2,-0.4884454122471011,-1.51594747407047,1,1,0
60,0,1.6347514400725132,1.1645310871974868,0,0,0
9,0,-0.6847286407077421,0.6526976111463212,0,0,1
70,2,2.4662894091646854,1.6049072922415093,2,2,0
15,0,-0.34406431741720656,1.2077378092018058,0,0,1
48,1,-0.594567724609074,-1.4893587220678117,1,1,0
12,0,-0.6807990023469285,0.3120292261122659,0,2,0
71,1,1.8994280373073151,0.9052907551715718,2,2,0
44,0,0.37048964227074405,0.30205844411126875,0,0,0
1,0,-0.9858758141900956,-0.47566255196647655,0,0,1
45,2,-0.5276534893752193,-1.3397969920528607,1,1,0
23,1,-0.7364541613784521,-1.328164413051698,1,1,0
43,1,0.2759134021711616,0.002934984081366617,0,2,0
35,0,-0.6814613009470656,-1.462769970065154,1,1,0
9,0,-0.7459471079804176,0.139202338094989,2,2,0
12,0,-0.508005297571151,1.1695164781979852,0,2,1
65,0,2.18300222126603,1.4835961112293827,2,0,0
2,0,-0.9226704511170087,0.8853491911695784,0,0,1
27,0,-0.4379782589166517,-0.5238546649712942,0,0,0
40,1,-0.11468823556971357,-0.48230973996714116,0,0,0
5,0,-0.8537693200827424,0.35855954211691704,0,0,1
8,1,-0.9401772107806335,-1.491020519067978,1,1,0
58,1,1.4020859418443392,1.0980592071908417,0,0,0
52,1,1.307443471884743,1.1811490571991479,2,0,0
3,0,-0.9399122913405785,-0.2978502729487016,0,2,0
41,2,0.9819016332973384,1.541759006235197,2,2,0
20,0,-0.1109793634089456,1.1229861621933337,0,2,0
1,0,-0.986052427150132,-0.48895692796780577,0,0,0
4,0,-0.8613636773643149,0.5330482271343601,0,2,1
23,0,-0.7989089193713834,-1.4594463760648215,1,1,0
6,0,-0.9609954634449439,-1.504314895069307,1,1,0
8,0,-0.940773279520757,-1.5093002860698053,1,1,0
18,0,-0.47857716310505777,0.15748210509681626,2,0,0
52,0,0.11998623507887658,-0.5305018529719587,2,0,0
31,0,0.30726220257765247,0.9883806051798779,0,0,0
29,0,-0.719013631574841,-1.4660935640654862,1,1,0
36,2,0.6848607111358355,1.3722557122182522,2,2,0
16,0,-0.3305092727343999,1.1711782751981514,0,0,1
42,1,1.0167826929045607,1.4470365772257276,0,2,0
1,0,-0.9990776329528289,-1.4694171580658184,1,1,1
60,2,1.6150149417884267,1.1595456961969886,0,0,0
5,0,-0.8208751562759317,0.6826099571493112,0,0,1
22,0,-0.021348286190387308,1.0349109211845293,2,2,0
36,1,-0.713759396013753,-1.4876969250676457,1,1,0
4,0,-0.8840805193490185,0.18739445109980665,0,0,1
9,0,-0.7662796750046276,0.0062585780816991465,2,2,0
1,0,-0.9752128067278878,0.3269853991137606,0,0,0
12,0,-0.7559698934624928,-0.5172074769706296,2,0,0
23,1,-0.2325553097741183,0.2987348501109367,0,2,0
62,1,1.5224697507292648,0.9152615371725684,2,0,0
37,0,0.5264168093630291,1.1312951471941644,0,2,1
8,0,-0.9388967668203684,-1.5142856770703037,1,1,0
31,0,0.17656861215059197,0.7939503561604416,0,0,0
13,0,-0.6122069439927262,0.3203382111130965,0,0,1
24,0,0.054749822965369184,1.1296333501939984,0,0,1
45,0,0.9596042470927217,1.0365727181846955,0,0,0
69,2,2.0821120678451406,1.3506523512160928,0,2,0
2,0,-0.9919027314513433,-1.479387940066815,1,1,0
61,1,1.882870572303887,1.3705939152180862,2,0,1
41,0,0.9109252999826426,1.327387193213767,0,0,1
44,1,-0.008080237567640041,-0.5221928679711282,0,0,0
39,1,-0.4301189821950243,-0.9708780580159814,0,2,0
72,2,1.0910263659799333,0.011243969082197233,2,2,0
13,0,-0.46261576684175293,1.0664850641876853,0,0,0
51,1,0.5648080515509781,0.16579109009764686,2,2,0
71,2,2.176953227384778,1.1445895231954935,0,0,0
22,0,-0.08846121100428324,1.0614996731871873,0,0,1
2,0,-0.9627836696653143,-0.32277722795119346,0,2,1
56,1,1.6032481033259902,1.397182667220744,0,0,0
1,0,-0.9855225882700224,-0.4490737999638187,2,0,0
23,1,-0.4417312843174288,-0.2330401899422227,2,2,0
66,1,1.084204690398521,0.2023506241013014,0,0,0
1,0,-0.9995191653529203,-1.502653098069141,1,1,0
19,0,-0.224077887692363,0.7789941831589464,0,0,1
11,0,-0.6568458696419689,0.4898415051300409,2,0,0
8,1,-0.9441289257614517,-1.4960059100684764,1,1,1
52,0,1.1965967628417917,1.109691786192005,2,0,0
3,0,-0.98101895778909,-1.479387940066815,1,1,0
51,0,0.7661689026126706,0.4782089261288782,2,0,0
15,0,-0.5018679972098803,0.3618831361172496,0,0,1
64,0,1.6769840141412573,0.9800716201790473,0,0,0
37,0,-0.35519093389951034,-0.8163309370005318,0,0,0
13,2,-0.900571754492433,-1.4893587220678117,1,1,0
49,1,0.1548231414460895,-0.3128064459501966,2,0,0
45,1,1.082659326998201,1.2426355462052947,0,0,0
18,0,-0.4572290715606376,0.210659609102132,0,0,0
1,0,-0.9751686534878786,0.3303089931140932,0,0,1
68,2,0.6672435683721877,-0.35435137095434965,2,0,0
54,2,-0.5627773918024918,-1.4993295040688086,1,1,0
23,0,-0.06744426875993147,0.7873031681597771,0,0,0
17,0,-0.42817623963462215,0.39511907612057207,0,0,1
71,2,1.5205711614088717,0.5197538511330313,2,2,0
67,2,-0.40197129168919626,-1.5126238800701375,1,1,0
14,0,-0.4765902673046464,0.66599198714765,0,0,0
1,0,-0.996759587852349,-1.2949284730483754,0,0,1
63,2,-0.4716451044236225,-1.504314895069307,1,1,0
41,1,0.262159667908314,0.12756975909382584,0,2,0
17,0,-0.3106623913502905,0.9252323191735651,0,0,0
56,1,1.4268779861094723,1.1894580421999785,2,0,0
5,0,-0.9657198601259223,-1.4694171580658184,1,1,0
2,0,-0.9761841780080888,-0.7365646809925579,2,0,1
3,0,-0.9837564586696567,-1.5009913010689746,1,1,0
37,1,0.07064498936866033,0.08934842809000532,2,2,0
29,0,-0.1381115293945634,0.13587874409465647,2,0,1
8,0,-0.8600611567840452,-0.7049905379894017,0,0,0
63,0,2.083878197445506,1.4985522842308774,0,2,0
7,0,-0.9379695487801765,-1.4660935640654862,1,1,0
3,0,-0.8787159006879077,1.0182929511828682,0,0,0
72,2,-0.34861210113814817,-1.4544609850643233,1,1,0
19,0,-0.5253795975147484,-0.28455589694737243,0,0,0
59,2,-0.5410760743379984,-1.5408744290729617,1,1,0
2,0,-0.9242378911373331,0.8388188751649268,0,2,1
35,0,-0.6184767040740244,-1.2965902700485417,1,1,0
14,0,-0.8755147907872449,-1.5009913010689746,1,1,0
14,0,-0.5551609579009147,0.3519123541162525,0,0,1
69,2,-0.3736911414633408,-1.4943441130683104,1,1,0
7,0,-0.7984232337312829,-0.018668376920792703,2,2,0
69,2,1.3708916777778801,0.36520673011758165,2,2,0
72,2,1.521895758609146,0.4715617381282136,0,2,0
8,0,-0.6462932452797839,1.1994288242009752,0,0,1
4,0,-0.9122944397148604,-0.48064794296697516,2,0,0
63,0,1.1537460434129196,0.5164302571326989,0,0,0
72,2,-0.3749495088036014,-1.4926823160681442,1,1,0
46,2,-0.5943911116490375,-1.451137391063991,1,1,0
5,0,-0.8623792018845251,0.17243827809831144,0,0,1
30,0,-0.35693498687987135,-0.49061872496797176,0,0,0
63,2,1.877925409422863,1.329048990213933,0,0,0
60,2,-0.5100584232315761,-1.4926823160681442,1,1,0
63,1,2.0268322113536947,1.42044782522307,0,0,1
25,0,-0.03719929935366915,0.7025515211513049,0,2,0
1,0,-0.9879068632305161,-0.6285478759817599,0,0,1
6,0,-0.8063266636929194,0.5330482271343601,0,0,0
22,2,-0.7580230191229179,-1.3132082400502028,1,1,0
31,2,0.08314035629124741,0.5247392421335294,0,2,0
39,0,0.36382250302936364,0.5563133851366858,0,2,0
26,0,-0.7793048808073244,-1.4577845790646555,1,1,0
53,1,1.5393804416527663,1.3739175092184182,2,0,1
1,0,-0.9676626026863245,0.8953199731705751,0,2,1
12,0,-0.6406637071786183,0.08270124008934072,2,2,0
16,0,-0.32128124557248916,1.0249401391835322,0,0,1
2,0,-0.9881497060505663,-1.4760643460664828,1,1,0
39,1,-0.21754320817101,-0.655136627984418,2,2,0
1,0,-0.9750582703878558,0.3386179781149238,0,0,1
7,0,-0.8992692339121634,-1.0007904040189717,2,2,0
4,0,-0.8926241712907874,0.15249671409631768,0,0,0
10,0,-0.6115004921525801,1.0166311541827018,0,0,1
55,0,0.9829392344375534,0.5579751821368519,0,0,0
72,2,1.4115568118263,0.353574151116419,0,0,0
10,0,-0.7197642366549963,0.10098100709116799,0,0,0
11,0,-0.4857962178465525,1.5500679912360276,0,2,0
15,0,-0.7258132305362488,-0.6135917029802649,0,0,0
23,2,-0.79676748723094,-1.4744025490663168,1,1,0
1,0,-0.9992983991528747,-1.4860351280674797,1,1,0
3,0,-0.9520323557230882,-0.6567984249845841,0,0,1
47,1,0.9308163346067612,1.0415581091851935,2,0,0
15,1,-0.8886724563099693,-1.4993295040688086,1,1,0
66,0,1.9547520470387703,1.15456030519649,0,0,1
68,1,0.7473375457487714,-0.1366559639325876,0,2,0
17,1,-0.25536045823884007,1.1246479591934997,0,2,1
7,0,-0.8244957219566813,-0.17487729493640838,0,2,1
12,0,-0.5886070372078398,0.5214156481331974,0,0,1
21,1,-0.3471550442178465,0.23060117310412576,0,0,0
21,0,-0.6636896218433859,-0.9559218850144863,0,2,0
56,1,0.5425768952063752,0.014567563082529763,2,0,0
6,0,-0.887502395449727,-0.5255164619714602,0,0,0
65,2,0.5451157065069008,-0.37429293495634314,0,0,0
42,1,0.48241810569391913,0.5214156481331974,2,2,0
68,2,2.3071169789317287,1.4719635322282196,2,2,0
48,2,-0.45842120904088446,-1.2783105030467143,1,1,0
50,1,1.353142075294205,1.397182667220744,0,2,0
7,0,-0.7901886544695779,0.0062585780816991465,0,0,0
63,2,-0.45012039991916575,-1.5093002860698053,1,1,0
17,0,-0.8379183069194605,-1.451137391063991,1,1,0
42,0,0.4859945181346596,0.43832579812489114,0,0,1
4,0,-0.9709740956870102,-1.5259182560714666,1,1,0
62,2,-0.2846119797448967,-1.288281285047711,1,1,0
2,0,-0.9351216647995867,0.3303089931140932,0,0,1
2,0,-0.9550568526637143,0.18573265409964015,0,0,0
48,2,0.9670219914142576,1.068146861187852,2,0,0
27,2,-0.7783114329071187,-1.502653098069141,1,1,0
70,2,1.5164649100880219,0.5197538511330313,0,2,0
1,0,-0.9689430466465895,0.7989357471609397,0,0,1
46,1,0.8959573516195436,0.9933659961803765,0,0,0
30,0,0.208425174817188,0.8471278601657575,0,0,1
15,0,-0.5690250752637853,-0.003712203919297498,2,0,1
69,1,1.8667767163205546,1.0299255301840309,0,0,0
65,2,-0.4700776644032979,-1.502653098069141,1,1,0
72,2,2.2802497323861655,1.3074456292117733,2,2,0
13,0,-0.49184521172780504,0.8072447321617704,0,2,1
17,1,-0.8847428179491557,-1.4843733310673135,1,1,0
51,1,1.5175687410882504,1.5550533822365258,2,2,0
51,2,0.37007018649065704,-0.1416413549330859,2,2,0
72,2,1.8479453594566557,0.8703930181680832,2,2,0
67,1,1.6051908458863926,0.7524054311562886,0,0,1
34,0,-0.709851834272944,-1.4976677070686424,1,1,0
67,2,0.5467935296272481,-0.45904458196481535,2,2,0
49,1,-0.6005725652503174,-1.4860351280674797,1,1,0
53,2,-0.5178956233331989,-1.5076384890696393,1,1,0
27,0,-0.2965554311673696,-0.1765390919365744,0,2,0
23,0,0.004547589074974547,0.9966895901807085,0,0,1
69,2,1.4437886770329738,0.5563133851366858,2,2,0
2,0,-0.9883925488706167,-1.1869116680375775,0,2,0
35,0,0.3292946693422144,0.7208312881531321,0,0,1
46,1,0.4184621375406769,0.1940416391004708,2,2,0
54,2,1.2566672458742296,1.0781176431888486,0,0,0
56,1,1.4239638722688692,1.113015380192337,0,0,1
9,0,-0.7185500225547449,0.36520673011758165,0,0,1
20,0,-0.4821977287858074,-0.18484807693740501,2,2,0
11,0,-0.6256074523355009,0.3701921211180802,0,0,0
30,0,0.1518427977454724,0.8404806721650928,0,0,0
68,2,1.0853526746387585,0.20567421810163392,2,0,0
38,0,0.7620405746718156,1.2575917192067896,0,0,0
17,0,-0.36199053286091815,0.6842717541494772,2,0,1
48,1,1.236069759409965,1.3739175092184182,0,0,1
1,0,-0.9888120046507034,-0.6966815529885712,0,0,0
63,2,0.6288744028042432,-0.19149526493806962,2,0,0
3,1,-0.9108153061745541,0.17243827809831144,0,0,0
48,1,-0.5075858417910641,-1.343120586053193,1,1,0
66,1,-0.1325261445334069,-1.1736172920362484,0,2,0
68,2,1.5292251964506636,0.6526976111463212,0,0,0
17,0,-0.667906256264259,-0.655136627984418,0,0,1
7,1,-0.9489637055424527,-1.4660935640654862,1,1,0
72,2,1.7426398820348519,0.7424346491552914,2,2,0
29,0,-0.7551309819023192,-1.4926823160681442,1,1,0
37,0,0.5015806118578868,0.8504514541660895,0,2,0
34,0,0.5757359784532408,1.4968904872307114,2,0,1
42,0,0.5554696412890445,0.6610065961471518,0,0,1
59,1,0.6702459886928095,0.024538345083526404,2,2,0
11,0,-0.624680234295309,0.4898415051300409,0,0,1
60,0,1.1372989615095144,0.5380336181348586,2,0,0
27,0,-0.37263146370312145,-0.2862176939475387,0,2,0
1,0,-0.9702676438468637,0.6992279271509724,0,0,1
1,0,-0.9732259109274763,0.4765471291287117,0,0,1
17,0,-0.7464327936205182,-1.0090993890198023,2,0,0
58,2,-0.48451577388628736,-1.462769970065154,1,1,0
1,1,-0.9998503146529889,-1.5275800530716328,1,1,0
3,0,-0.9487650159624116,-0.6800635829869098,0,0,1
53,0,1.1647181235551913,0.8654076271675847,2,0,0
35,0,-0.6102200481923149,-1.3015756610490399,1,1,0
50,0,1.350426651033643,1.3689321182179202,2,0,1
68,2,1.1376742640495918,0.20068882710113536,0,2,0
47,0,-0.5051574135905613,-1.3082228490497045,1,1,0
65,0,2.118980023252774,1.463654547227389,0,0,0
5,0,-0.8648297067050326,0.16579109009764686,0,0,1
51,0,1.116833934765277,0.9933659961803765,0,0,1
46,0,0.9343706704274971,1.0398963121850275,0,0,1
9,0,-0.7151722996940456,0.40176626412123617,0,0,0
8,2,-0.931037490098741,-1.479387940066815,1,1,0
14,1,-0.8661101506652976,-1.328164413051698,1,1,0
45,0,1.2549231928938687,1.6913207362501481,2,2,0
8,0,-0.7657939893645269,0.3269853991137606,0,0,0
1,0,-0.9860082739101229,-0.48563333396747344,0,0,1
66,1,2.096395640988098,1.2758714862086173,2,0,0
72,2,1.2068623911439174,0.24389554910545447,2,2,0
41,0,1.0206681780253652,1.6231870592433366,2,2,1
23,2,-0.7381761377388085,-1.3181936310507012,1,1,0
29,0,0.04452834790325276,0.4698999411280476,0,0,1
4,0,-0.8669269856054669,0.5114448661322007,2,0,0
6,2,-0.9404642068406929,-1.3082228490497045,1,1,0
67,1,2.098294230308491,1.3506523512160928,2,2,0
7,0,-0.8561756716632407,-0.6318714699820922,0,0,0
56,1,-0.3760312631838253,-1.3397969920528607,1,1,0
72,2,-0.1916694095256527,-1.3215172250510334,1,1,0
72,2,1.677734619221413,0.680948160149145,2,0,0
23,2,-0.8197713252757031,-1.5009913010689746,1,1,0
35,0,-0.2772604652833746,-0.48563333396747344,0,0,0
27,0,-0.14985629123699515,0.19237984210030473,0,0,0
26,0,-0.2945685353669582,-0.15659752793458112,0,2,1
12,1,-0.8690904943659148,-1.2749869090463821,1,1,0
40,2,-0.6527837715611279,-1.4827115340671475,1,1,0
7,0,-0.8025294850521331,-0.19648065593856795,2,0,0
70,0,1.936450529054981,1.0897502221900113,2,0,0
60,2,-0.4952008579684998,-1.4993295040688086,1,1,0
39,1,-0.5896887915880639,-1.3132082400502028,0,0,0
72,2,2.689704803610944,1.651437608246161,2,2,0
1,0,-0.9928299494915355,-0.9991286070188053,0,0,1
54,1,0.6564260245699479,0.1973652331008033,0,2,0
3,0,-0.8912333442304995,0.6826099571493112,0,0,1
63,2,1.070517185995687,0.35855954211691704,2,2,0
71,2,1.7083328145477483,0.66599198714765,0,2,0
42,1,-0.5851189312471177,-1.4660935640654862,1,1,0
47,2,-0.5917860704884981,-1.4727407520661506,1,1,0
66,1,1.912651932690053,1.2526063282062914,0,0,1
21,0,-0.036669460473559526,1.3174164112127704,2,0,1
11,0,-0.8204557004958448,-0.9675544640156492,0,2,0
1,0,-0.9641082668655885,1.1628692901973208,0,0,1
55,0,1.2192915282064911,0.853775048166422,0,2,0
69,2,1.9693446928617917,1.0930738161903437,0,2,0
3,0,-0.9214341603967526,0.30205844411126875,0,0,0
4,0,-0.8758238634673089,0.3203382111130965,0,2,1
30,2,-0.08362643122328206,0.14418772909548708,0,2,0
5,0,-0.8237009636365168,0.5978583101408389,0,2,0
71,2,-0.24633112065697055,-1.341458789053027,1,1,0
29,1,-0.29278032914658797,-0.31613003995052885,0,0,0
52,0,0.3913078949350546,-0.11339080593026177,0,2,0
68,1,1.3024983090037192,0.3984426701209041,2,0,0
46,2,-0.5808139903462263,-1.5076384890696393,1,1,0
8,0,-0.814737855914661,-0.33274800995219006,0,0,0
72,2,-0.3803362040847167,-1.4976677070686424,1,1,0
17,1,-0.865469928685165,-1.491020519067978,1,1,0
3,0,-0.8674789011055811,1.435403998224565,0,2,0
2,0,-0.9358722698797423,0.6327560471443274,0,0,0
9,0,-0.7257249240562305,0.31535282011259796,2,0,1
51,1,0.28487650989301755,-0.27790870894670805,0,0,0
6,2,-0.9638433474255337,-1.4843733310673135,1,1,0
3,0,-0.8875244720697316,1.001674981181207,0,0,0
17,0,-0.29810079456768956,0.9784098231788813,0,0,0
30,0,-0.3714834794628837,-0.4939423189683041,0,0,0
31,0,-0.05084265051649409,0.20899781210196597,0,2,0
45,2,0.5896221724361159,0.5612987761371844,2,2,0
64,1,1.5053382936057176,0.8205391081630995,2,0,0
1,0,-0.9817254096292362,-0.16324471593524548,0,0,1
1,0,-0.9774204687283449,0.1608056990971483,0,0,1
61,1,1.6274882320910093,1.1379423351948288,0,0,0
